id,cycle,setting2,s1,s2,s10,s11,s14,s16,s19,RUL
1,121,0.2512,489.05,605.22,1.26,45.71,8109.57,0.03,100.0,28
1,122,0.0019,518.67,643.12,1.3,47.79,8118.7,0.03,100.0,27
1,123,0.7,491.19,607.84,1.08,44.92,8046.5,0.03,100.0,26
1,124,0.8414,445.0,550.12,1.02,42.37,8071.18,0.02,100.0,25
1,125,0.84,445.0,549.86,1.02,42.39,8067.35,0.02,100.0,24
1,126,0.2516,489.05,605.58,1.26,45.76,8115.4,0.03,100.0,23
1,127,0.2519,489.05,605.0,1.26,45.86,8110.6,0.03,100.0,22
1,128,0.0,518.67,643.07,1.3,47.96,8115.5,0.03,100.0,21
1,129,0.2506,489.05,605.81,1.26,45.81,8116.09,0.03,100.0,20
1,130,0.84,445.0,550.31,1.02,42.52,8070.95,0.02,100.0,19
1,131,0.62,462.54,537.45,0.94,37.17,7865.23,0.02,84.93,18
1,132,0.7,491.19,608.17,1.08,44.92,8047.03,0.03,100.0,17
1,133,0.8416,445.0,549.9,1.02,42.45,8068.61,0.02,100.0,16
1,134,0.8403,449.44,556.74,1.02,42.5,8059.02,0.02,100.0,15
1,135,0.25,489.05,605.79,1.26,45.94,8117.07,0.03,100.0,14
1,136,0.7,491.19,608.47,1.07,44.74,8049.7,0.03,100.0,13
1,137,0.7003,491.19,607.89,1.08,44.74,8045.45,0.03,100.0,12
1,138,0.25,489.05,605.39,1.26,45.87,8110.04,0.03,100.0,11
1,139,0.8408,445.0,549.88,1.02,42.66,8065.51,0.02,100.0,10
1,140,0.8406,449.44,556.36,1.02,42.43,8048.75,0.02,100.0,9
1,141,0.841,449.44,556.33,1.02,42.54,8054.28,0.02,100.0,8
1,142,0.7,491.19,608.28,1.08,44.99,8049.86,0.03,100.0,7
1,143,0.84,449.44,556.56,1.02,42.43,8052.68,0.02,100.0,6
1,144,0.0018,518.67,643.02,1.3,48.09,8120.19,0.03,100.0,5
1,145,0.8402,449.44,556.59,1.02,42.4,8050.29,0.02,100.0,4
1,146,0.2516,489.05,605.94,1.26,46.18,8113.02,0.03,100.0,3
1,147,0.62,462.54,537.5,0.94,37.41,7866.66,0.02,84.93,2
1,148,0.0013,518.67,643.73,1.3,48.07,8115.88,0.03,100.0,1
1,149,0.8414,445.0,550.49,1.02,42.77,8066.19,0.02,100.0,0
2,1,0.0,518.67,642.04,1.3,47.36,8143.02,0.03,100.0,268
2,2,0.84,449.44,556.13,1.02,42.01,8073.01,0.02,100.0,267
2,3,0.0,518.67,642.76,1.3,47.39,8141.78,0.03,100.0,266
2,4,0.84,445.0,549.96,1.02,41.89,8093.08,0.02,100.0,265
2,5,0.002,518.67,642.21,1.3,47.4,8147.29,0.03,100.0,264
2,6,0.7001,491.19,607.11,1.08,44.47,8070.72,0.02,100.0,263
2,7,0.25,489.05,604.86,1.26,45.28,8138.6,0.03,100.0,262
2,8,0.0,518.67,642.31,1.3,47.4,8146.31,0.03,100.0,261
2,9,0.2514,489.05,604.81,1.26,45.34,8137.72,0.03,100.0,260
2,10,0.62,462.54,536.87,0.94,36.71,7880.2,0.02,84.93,259
2,11,0.25,489.05,604.4,1.26,45.41,8129.52,0.03,100.0,258
2,12,0.8413,445.0,549.44,1.02,42.05,8088.15,0.02,100.0,257
2,13,0.8415,445.0,549.7,1.02,42.09,8093.48,0.02,100.0,256
2,14,0.0,518.67,642.19,1.3,47.47,8142.43,0.03,100.0,255
2,15,0.8418,445.0,549.25,1.02,42.03,8085.91,0.02,100.0,254
2,16,0.0,518.67,642.05,1.3,47.38,8143.85,0.03,100.0,253
2,17,0.2504,489.05,604.04,1.26,45.41,8136.98,0.03,100.0,252
2,18,0.84,445.0,549.75,1.02,41.86,8092.55,0.02,100.0,251
2,19,0.84,449.44,556.15,1.02,41.86,8079.0,0.02,100.0,250
2,20,0.84,449.44,556.01,1.02,41.9,8074.2,0.02,100.0,249
2,21,0.8403,445.0,549.23,1.02,42.0,8093.05,0.02,100.0,248
2,22,0.8412,445.0,548.94,1.02,42.18,8091.39,0.02,100.0,247
2,23,0.84,449.44,556.06,1.02,41.89,8075.05,0.02,100.0,246
2,24,0.7011,491.19,607.15,1.08,44.49,8070.96,0.02,100.0,245
2,25,0.84,445.0,549.23,1.02,42.06,8091.77,0.02,100.0,244
2,26,0.84,445.0,549.8,1.02,41.84,8087.1,0.02,100.0,243
2,27,0.6204,462.54,536.8,0.94,36.82,7880.17,0.02,84.93,242
2,28,0.84,445.0,549.75,1.02,41.95,8085.84,0.02,100.0,241
2,29,0.0,518.67,642.37,1.3,47.44,8140.3,0.03,100.0,240
2,30,0.84,445.0,549.59,1.02,42.23,8083.57,0.02,100.0,239
2,31,0.7007,491.19,607.26,1.08,44.24,8066.54,0.02,100.0,238
2,32,0.84,445.0,549.96,1.02,42.06,8097.03,0.02,100.0,237
2,33,0.7,491.19,607.09,1.08,44.23,8064.49,0.02,100.0,236
2,34,0.0,518.67,642.47,1.3,47.51,8140.21,0.03,100.0,235
2,35,0.0011,518.67,642.21,1.3,47.56,8150.31,0.03,100.0,234
2,36,0.8404,445.0,549.31,1.02,42.0,8093.43,0.02,100.0,233
2,37,0.7,491.19,606.91,1.07,44.47,8069.96,0.02,100.0,232
2,38,0.7,491.19,607.91,1.08,44.12,8066.11,0.02,100.0,231
2,39,0.25,489.05,604.66,1.26,45.43,8136.84,0.03,100.0,230
2,40,0.8413,449.44,555.77,1.02,42.07,8069.35,0.02,100.0,229
2,41,0.8411,445.0,549.55,1.02,42.06,8091.07,0.02,100.0,228
2,42,0.8401,445.0,549.01,1.02,41.98,8098.81,0.02,100.0,227
2,43,0.84,449.44,555.33,1.02,41.94,8077.02,0.02,100.0,226
2,44,0.7,491.19,607.22,1.08,44.32,8072.34,0.02,100.0,225
2,45,0.7006,491.19,607.58,1.08,44.35,8069.69,0.02,100.0,224
2,46,0.0,518.67,642.67,1.3,47.38,8144.81,0.03,100.0,223
2,47,0.84,449.44,555.73,1.02,41.82,8072.85,0.02,100.0,222
2,48,0.6208,462.54,536.7,0.94,36.68,7884.02,0.02,84.93,221
2,49,0.0005,518.67,642.47,1.3,47.38,8141.89,0.03,100.0,220
2,50,0.0019,518.67,642.48,1.3,47.46,8148.96,0.03,100.0,219
2,51,0.0002,518.67,642.81,1.3,47.47,8147.08,0.03,100.0,218
2,52,0.6203,462.54,536.81,0.94,36.66,7879.44,0.02,84.93,217
2,53,0.2519,489.05,604.59,1.26,45.36,8143.58,0.03,100.0,216
2,54,0.6206,462.54,537.08,0.94,36.7,7879.79,0.02,84.93,215
2,55,0.7,491.19,607.7,1.08,44.07,8071.62,0.02,100.0,214
2,56,0.2501,489.05,604.66,1.26,45.62,8139.54,0.03,100.0,213
2,57,0.7018,491.19,607.46,1.07,44.25,8068.64,0.02,100.0,212
2,58,0.8401,445.0,550.39,1.02,42.02,8092.05,0.02,100.0,211
2,59,0.0009,518.67,642.47,1.3,47.27,8144.08,0.03,100.0,210
2,60,0.7016,491.19,607.89,1.08,44.38,8067.05,0.02,100.0,209
2,61,0.8407,445.0,549.58,1.02,42.14,8094.26,0.02,100.0,208
2,62,0.84,445.0,549.19,1.02,42.01,8093.75,0.02,100.0,207
2,63,0.8411,449.44,555.48,1.02,41.84,8076.66,0.02,100.0,206
2,64,0.62,462.54,536.28,0.94,36.76,7886.29,0.02,84.93,205
2,65,0.62,462.54,536.85,0.94,36.51,7882.45,0.02,84.93,204
2,66,0.84,445.0,549.4,1.02,42.11,8093.8,0.02,100.0,203
2,67,0.6219,462.54,536.3,0.94,36.61,7876.09,0.02,84.93,202
2,68,0.7,491.19,607.43,1.08,44.21,8067.09,0.02,100.0,201
2,69,0.62,462.54,537.19,0.94,36.84,7877.86,0.02,84.93,200
2,70,0.62,462.54,536.7,0.94,36.8,7875.7,0.02,84.93,199
2,71,0.8417,445.0,549.44,1.02,41.81,8091.04,0.02,100.0,198
2,72,0.7,491.19,607.46,1.08,44.3,8071.32,0.02,100.0,197
2,73,0.0007,518.67,642.24,1.3,47.46,8148.27,0.03,100.0,196
2,74,0.7,491.19,607.31,1.08,44.17,8072.38,0.02,100.0,195
2,75,0.84,449.44,555.15,1.02,41.95,8075.19,0.02,100.0,194
2,76,0.7,491.19,607.12,1.08,44.41,8068.52,0.02,100.0,193
2,77,0.2516,489.05,604.25,1.26,45.23,8140.53,0.03,100.0,192
2,78,0.702,491.19,607.32,1.08,44.34,8069.05,0.02,100.0,191
2,79,0.0017,518.67,642.6,1.3,47.42,8140.45,0.03,100.0,190
2,80,0.0002,518.67,642.98,1.3,47.37,8147.11,0.03,100.0,189
2,81,0.84,445.0,549.92,1.02,42.03,8096.43,0.02,100.0,188
2,82,0.2508,489.05,605.04,1.26,45.52,8138.33,0.03,100.0,187
2,83,0.842,449.44,555.78,1.02,42.01,8074.52,0.02,100.0,186
2,84,0.62,462.54,536.64,0.94,36.83,7883.4,0.02,84.93,185
2,85,0.7,491.19,607.54,1.08,44.3,8071.21,0.02,100.0,184
2,86,0.0,518.67,642.24,1.3,47.36,8145.8,0.03,100.0,183
2,87,0.84,445.0,549.31,1.02,42.14,8088.44,0.02,100.0,182
2,88,0.62,462.54,537.05,0.94,36.75,7884.11,0.02,84.93,181
2,89,0.62,462.54,536.21,0.94,36.75,7881.17,0.02,84.93,180
2,90,0.8402,445.0,549.84,1.02,42.0,8090.88,0.02,100.0,179
2,91,0.62,462.54,536.46,0.94,36.66,7876.48,0.02,84.93,178
2,92,0.84,445.0,549.39,1.02,42.02,8093.63,0.02,100.0,177
2,93,0.25,489.05,604.74,1.26,45.37,8138.13,0.03,100.0,176
2,94,0.8405,445.0,549.68,1.02,42.05,8093.1,0.02,100.0,175
2,95,0.2512,489.05,604.72,1.26,45.41,8140.15,0.03,100.0,174
2,96,0.62,462.54,536.56,0.94,36.75,7883.94,0.02,84.93,173
2,97,0.62,462.54,536.8,0.94,36.75,7880.55,0.02,84.93,172
2,98,0.0,518.67,642.33,1.3,47.41,8146.07,0.03,100.0,171
2,99,0.7,491.19,607.34,1.08,44.33,8071.53,0.02,100.0,170
2,100,0.84,449.44,555.95,1.02,41.9,8075.61,0.02,100.0,169
2,101,0.2508,489.05,604.41,1.26,45.33,8139.08,0.03,100.0,168
2,102,0.001,518.67,642.42,1.3,47.67,8146.94,0.03,100.0,167
2,103,0.84,445.0,550.01,1.02,41.91,8093.97,0.02,100.0,166
2,104,0.0,518.67,642.18,1.3,47.4,8150.59,0.03,100.0,165
2,105,0.841,449.44,555.77,1.02,41.86,8075.87,0.02,100.0,164
2,106,0.7019,491.19,607.12,1.08,44.25,8067.45,0.02,100.0,163
2,107,0.0018,518.67,642.97,1.3,47.44,8151.95,0.03,100.0,162
2,108,0.25,489.05,604.63,1.26,45.42,8135.29,0.03,100.0,161
2,109,0.8412,449.44,555.96,1.02,41.81,8073.45,0.02,100.0,160
2,110,0.6204,462.54,536.55,0.94,36.84,7877.84,0.02,84.93,159
2,111,0.8419,445.0,549.91,1.02,42.07,8092.72,0.02,100.0,158
2,112,0.25,489.05,604.96,1.26,45.6,8139.26,0.03,100.0,157
2,113,0.25,489.05,604.84,1.26,45.38,8140.43,0.03,100.0,156
2,114,0.62,462.54,536.89,0.94,36.76,7880.23,0.02,84.93,155
2,115,0.84,445.0,550.21,1.02,42.13,8089.71,0.02,100.0,154
2,116,0.84,449.44,555.47,1.02,41.95,8074.82,0.02,100.0,153
2,117,0.84,445.0,549.55,1.02,42.11,8091.57,0.02,100.0,152
2,118,0.6219,462.54,536.88,0.94,36.78,7877.92,0.02,84.93,151
2,119,0.62,462.54,536.83,0.94,36.92,7875.75,0.02,84.93,150
2,120,0.62,462.54,537.01,0.94,36.94,7883.6,0.02,84.93,149
2,121,0.62,462.54,536.47,0.94,36.86,7881.29,0.02,84.93,148
2,122,0.25,489.05,604.93,1.26,45.7,8141.0,0.03,100.0,147
2,123,0.8407,445.0,549.54,1.02,41.96,8094.72,0.02,100.0,146
2,124,0.25,489.05,604.42,1.26,45.36,8138.28,0.03,100.0,145
2,125,0.7007,491.19,607.4,1.08,44.33,8076.16,0.02,100.0,144
2,126,0.62,462.54,536.91,0.94,36.84,7888.01,0.02,84.93,143
2,127,0.7013,491.19,607.25,1.08,44.42,8066.89,0.02,100.0,142
2,128,0.7,491.19,607.82,1.07,44.38,8070.19,0.02,100.0,141
2,129,0.84,445.0,550.1,1.02,42.11,8097.8,0.02,100.0,140
2,130,0.84,445.0,549.79,1.02,42.12,8095.65,0.02,100.0,139
2,131,0.62,462.54,536.79,0.94,36.82,7878.17,0.02,84.93,138
2,132,0.7018,491.19,607.11,1.08,44.37,8067.83,0.02,100.0,137
2,133,0.84,449.44,555.78,1.02,41.89,8078.16,0.02,100.0,136
2,134,0.84,445.0,549.56,1.02,42.09,8096.12,0.02,100.0,135
2,135,0.7,491.19,607.66,1.07,44.44,8070.76,0.02,100.0,134
2,136,0.8403,445.0,549.69,1.02,42.05,8087.54,0.02,100.0,133
2,137,0.841,449.44,555.41,1.02,41.97,8076.84,0.02,100.0,132
2,138,0.8407,449.44,556.14,1.02,41.87,8078.02,0.02,100.0,131
2,139,0.0003,518.67,642.69,1.3,47.43,8144.07,0.03,100.0,130
2,140,0.7,491.19,607.19,1.08,44.62,8072.56,0.02,100.0,129
2,141,0.84,445.0,549.73,1.02,42.15,8097.31,0.02,100.0,128
2,142,0.8403,449.44,555.1,1.02,42.19,8073.3,0.02,100.0,127
2,143,0.7018,491.19,607.59,1.08,44.25,8072.01,0.02,100.0,126
2,144,0.0019,518.67,642.85,1.3,47.7,8145.79,0.03,100.0,125
2,145,0.8411,449.44,555.94,1.02,42.01,8078.04,0.02,100.0,124
2,146,0.8408,449.44,555.81,1.02,41.9,8082.97,0.02,100.0,123
2,147,0.8409,445.0,549.84,1.02,42.21,8091.08,0.02,100.0,122
2,148,0.62,462.54,536.9,0.94,36.83,7882.92,0.02,84.93,121
2,149,0.6214,462.54,537.23,0.94,36.78,7882.35,0.02,84.93,120
2,150,0.8416,449.44,556.34,1.02,41.92,8074.98,0.02,100.0,119
2,151,0.7007,491.19,607.07,1.07,44.41,8073.31,0.02,100.0,118
2,152,0.7,491.19,607.4,1.08,44.4,8079.49,0.02,100.0,117
2,153,0.8404,445.0,549.4,1.02,42.12,8096.11,0.02,100.0,116
2,154,0.8419,449.44,556.2,1.02,41.92,8077.03,0.02,100.0,115
2,155,0.6217,462.54,536.37,0.94,36.75,7885.86,0.02,84.93,114
2,156,0.8409,445.0,549.16,1.02,42.26,8092.83,0.02,100.0,113
2,157,0.8415,445.0,550.16,1.02,42.23,8096.11,0.02,100.0,112
2,158,0.7,491.19,607.66,1.08,44.43,8072.08,0.02,100.0,111
2,159,0.25,489.05,605.4,1.26,45.6,8142.68,0.03,100.0,110
2,160,0.8401,445.0,549.96,1.02,42.2,8100.7,0.02,100.0,109
2,161,0.0,518.67,642.64,1.3,47.72,8149.32,0.03,100.0,108
2,162,0.7,491.19,607.73,1.08,44.54,8076.15,0.02,100.0,107
2,163,0.2507,489.05,604.61,1.26,45.4,8136.47,0.03,100.0,106
2,164,0.7005,491.19,607.47,1.08,44.5,8068.53,0.03,100.0,105
2,165,0.0006,518.67,642.58,1.3,47.56,8148.58,0.03,100.0,104
2,166,0.62,462.54,537.17,0.94,36.83,7883.94,0.02,84.93,103
2,167,0.0007,518.67,642.99,1.3,47.58,8145.49,0.03,100.0,102
2,168,0.842,445.0,550.28,1.02,42.33,8099.7,0.02,100.0,101
2,169,0.8409,449.44,555.94,1.02,42.1,8078.63,0.02,100.0,100
2,170,0.8408,445.0,549.37,1.02,42.24,8099.4,0.02,100.0,99
2,171,0.7,491.19,607.2,1.08,44.49,8074.25,0.02,100.0,98
2,172,0.62,462.54,537.05,0.94,36.83,7883.22,0.02,84.93,97
2,173,0.7004,491.19,607.1,1.08,44.58,8071.25,0.02,100.0,96
2,174,0.84,445.0,550.08,1.02,42.17,8094.81,0.02,100.0,95
2,175,0.8405,445.0,549.68,1.02,42.39,8098.68,0.02,100.0,94
2,176,0.8411,445.0,550.16,1.02,42.18,8095.75,0.02,100.0,93
2,177,0.62,462.54,536.97,0.94,36.94,7880.73,0.02,84.93,92
2,178,0.2519,489.05,605.37,1.26,45.61,8141.38,0.03,100.0,91
2,179,0.8418,449.44,556.15,1.02,42.31,8079.61,0.02,100.0,90
2,180,0.84,445.0,549.37,1.02,42.26,8092.19,0.02,100.0,89
2,181,0.0,518.67,642.65,1.3,47.63,8148.18,0.03,100.0,88
2,182,0.84,449.44,556.15,1.02,42.07,8084.75,0.02,100.0,87
2,183,0.25,489.05,604.62,1.26,45.85,8137.99,0.03,100.0,86
2,184,0.84,449.44,556.03,1.02,42.19,8078.38,0.02,100.0,85
2,185,0.0002,518.67,642.91,1.3,47.64,8147.75,0.03,100.0,84
2,186,0.84,449.44,556.48,1.02,42.1,8075.14,0.02,100.0,83
2,187,0.7004,491.19,608.06,1.07,44.56,8075.02,0.02,100.0,82
2,188,0.7,491.19,607.78,1.08,44.4,8074.55,0.02,100.0,81
2,189,0.62,462.54,536.42,0.94,36.78,7881.46,0.02,84.93,80
2,190,0.2501,489.05,604.9,1.26,45.47,8143.34,0.03,100.0,79
2,191,0.8416,445.0,549.91,1.02,42.28,8095.92,0.02,100.0,78
2,192,0.8408,445.0,549.54,1.02,42.36,8099.3,0.02,100.0,77
2,193,0.84,445.0,550.05,1.02,42.27,8097.66,0.02,100.0,76
2,194,0.25,489.05,605.31,1.26,45.78,8139.9,0.03,100.0,75
2,195,0.0012,518.67,643.39,1.3,47.66,8147.33,0.03,100.0,74
2,196,0.84,445.0,549.39,1.02,42.22,8099.58,0.02,100.0,73
2,197,0.8408,449.44,556.33,1.02,41.97,8082.39,0.02,100.0,72
2,198,0.2505,489.05,605.24,1.26,45.65,8139.97,0.03,100.0,71
2,199,0.8418,445.0,550.12,1.02,42.3,8096.58,0.02,100.0,70
2,200,0.0013,518.67,643.47,1.3,47.69,8151.08,0.03,100.0,69
2,201,0.8401,449.44,556.68,1.02,42.16,8080.17,0.02,100.0,68
2,202,0.2509,489.05,604.91,1.26,45.89,8150.97,0.03,100.0,67
2,203,0.7,491.19,607.68,1.07,44.59,8078.84,0.02,100.0,66
